Player_ID,Player_Name,Age,Nationality,Position,Current_Club,League,Appearances,Goals,Market_Value_Million_EUR,Transfer_Fee_Million_EUR,Shots_Per_Game,Dribbles_Per_Game,Key_Passes_Per_Game,Tackles_Per_Game,Interceptions_Per_Game,Clearances_Per_Game,Pass_Accuracy_Percentage,Saves_Per_Game,Clean_Sheets,Save_Percentage,Contract_Start,Contract_End,Height_cm,Weight_kg,Preferred_Foot
11934,Lisa Wilson,,,GK,,Premier League,26,8,,,0.1,0.1,0.2,0.3,0.1,1.3,78.7,5.4,8.1,,2005-10-13,2009-05-28,188,77,Right
22224,Dylan Williams,29,Spain,FW,Liverpool,Serie A,32,7,61.3,20.4,4.9,2.2,1.9,0.7,1,1,76,0.1,3.4,2.2,2006-05-07,2008-12-10,178,95,Right
40982,,19,Netherlands,FW,Bayern Munich,Bundesliga,6,18,7.9,56.8,2.1,2.2,,0.5,0.4,0.2,73.7,0,4,,2018-12-23,2021-06-27,177,61,Right
31798,Gregory Morrison,19,Italy,FW,Juventus,Premier League,16,29,22.5,84.8,3.9,2.1,1.3,1.1,1,0.7,72.8,0,3.7,0.8,2016-09-01,2017-06-04,189,73,Left
63269,Brent Wilson,31,Spain,GK,,Bundesliga,49,7,6.3,125.4,0.1,0,0.3,0.1,0.1,0.9,61.5,4.6,17.4,89.3,2012-08-27,2014-12-22,196,72,Left
73653,Jesse Wolfe,18,Belgium,FW,Chelsea,Ligue 1,8,22,104.6,0.1,3.9,2.1,,1.1,0.2,0.8,,0.1,0.1,1.6,2019-10-15,2022-08-26,184,88,Right
73092,Amanda Taylor,31,Germany,DF,Barcelona,La Liga,19,,18.3,52.2,0.9,0.8,,2.9,4.4,3.3,78.9,0.1,14.7,6.3,2016-07-18,2021-03-14,171,71,Right
38016,Michele White,30,,FW,Manchester United,Bundesliga,36,,79.9,16.7,2.1,3.5,2.1,,,0.8,71.6,,0.4,,2013-03-06,2014-12-02,183,61,
62565,William Peterson,28,France,FW,,La Liga,14,28,86.8,5.5,2.9,2.4,2.8,0.4,0.9,0.3,71.4,,4.7,1.6,2020-12-28,2024-06-08,187,91,Right
17685,Derek Branch,23,Portugal,FW,Barcelona,,4,26,,14,2.9,2.9,,1.2,,0.9,72.7,0.1,3.6,2.9,2011-10-02,2012-12-13,182,72,Right
31579,Daniel Johnson,36,France,GK,Real Madrid,Bundesliga,38,25,14.1,80.8,0.1,0.1,0.3,0,0.1,1.2,67.7,5.5,12,71.5,2020-09-03,2024-06-03,196,86,
59672,,18,Belgium,GK,PSG,Premier League,33,18,15.3,70.4,0,0.1,0.4,0.3,0.2,1.1,61.4,4.9,19.6,79.6,2011-06-17,2015-08-07,198,76,Right
10282,,20,Netherlands,FW,Chelsea,,19,23,110.6,53.1,4.5,3.4,,0.3,0.8,0.4,83.9,0,4.8,2.3,2018-05-13,2022-04-10,188,90,Left
61173,Mark Morris Jr.,32,Brazil,DF,Manchester United,La Liga,17,11,8.3,120.9,0.8,0.7,1,,2.4,4,75.4,0.2,6.2,3.6,2018-01-08,2022-09-07,172,93,Right
44760,Sara Carr,17,Portugal,,,La Liga,47,27,,,0.4,0.4,0.3,4.7,3.4,,77.5,0.3,8.5,0.9,2015-06-06,2018-12-26,173,83,
69638,,31,Spain,MF,,Bundesliga,20,29,89.5,79,2.2,2.2,2.9,3.1,1.3,2.1,89.2,0,3.9,0.5,2010-09-10,2014-09-16,184,94,Left
47388,Melanie Rivera,20,Portugal,DF,Inter Milan,Serie A,17,,,122.4,0.3,0.8,0.3,3,4.1,3.5,75.7,0,13.5,4.2,2014-06-12,2017-11-07,168,65,Right
65444,Jessica Thompson,20,France,DF,Juventus,Ligue 1,34,14,10.7,137.6,0.2,1.3,0.8,,2.4,4.6,82.6,0.1,,7.9,2012-08-14,2013-06-05,192,78,
82845,Kendra Browning,23,Germany,FW,Chelsea,Ligue 1,44,2,3.9,127,,3.7,2.4,0.7,0.5,0.9,82.3,0,3.8,2,2009-09-16,2013-08-09,186,89,Right
96752,David Anderson,25,Netherlands,GK,Juventus,Bundesliga,,17,,126.3,0.1,0,0.2,,,0.8,61,,6.1,77.8,2017-05-23,2019-01-01,191,66,Right
73788,Jacqueline Estrada,24,Germany,MF,Juventus,Premier League,26,0,43.1,25.7,,2.6,,2.2,2.3,2.7,83.5,0.2,6.2,1,2019-01-26,2020-02-22,184,69,Left
30289,Brian Murphy,31,Netherlands,GK,Bayern Munich,Bundesliga,49,10,109,107.6,0.2,,0,0.1,,1.3,61.2,4.5,,89.6,2008-12-27,2010-01-12,196,91,Right
34890,Robert Robinson,22,Argentina,FW,Liverpool,Premier League,39,8,78.3,51.9,2.3,,2.4,0.5,0.8,0.5,80.4,0.1,3.1,2,2016-10-21,2021-12-09,191,93,Right
48890,,33,Germany,,Liverpool,,19,13,105.2,27.2,0.9,0.6,0.7,3.5,3.2,3,86.6,0.2,6.1,9.5,2017-05-02,2020-07-27,169,87,Left
38534,Nicole Mendoza,31,Italy,,Juventus,La Liga,,6,75.5,107.9,,2.8,2.5,0.9,0.1,0.6,83.3,0,1,2.8,2006-11-04,2009-05-18,175,74,Left
17665,Amy Smith,36,France,DF,Inter Milan,Ligue 1,12,28,33.7,75,,1.5,,,3.4,5.6,83.1,0.2,7,4.7,2005-08-23,2007-10-22,182,89,
85914,Eric Thomas,18,Argentina,DF,Bayern Munich,Serie A,9,,114.5,,0.5,1.4,,4.2,2.4,4.5,87.7,0.2,5.6,1.5,2008-08-27,2012-04-06,174,88,Right
81066,Tammy Kirk,26,Netherlands,GK,Real Madrid,Bundesliga,,3,56.8,40.6,0.1,0.1,0.1,0.2,0.1,1.8,,4.2,11.5,87.3,2006-08-21,2010-09-09,198,81,Right
17989,Jordan Gonzalez,,Brazil,MF,,Serie A,20,0,24.6,149.6,1.7,1.5,3.4,3.2,2.4,1.6,80.2,0,,3.7,2018-01-09,2022-11-15,173,63,Both
51104,Luis Evans,34,Argentina,DF,Arsenal,Serie A,47,26,9.2,38.2,0.5,0.6,0.2,3.9,3.6,5.4,79.5,0.1,13.6,5.6,2005-10-27,2008-05-01,168,79,Left
17492,Allison Edwards,26,Belgium,FW,Real Madrid,La Liga,32,18,34.1,33.2,4.1,3.2,1.8,0.8,0.3,,79.8,0,0.3,2.6,2019-08-26,2021-05-02,182,91,
16572,Kevin Watson,31,Germany,,Liverpool,La Liga,1,22,71.7,124.6,0.9,1.1,0.4,4.4,2.7,6.2,81.8,0.2,14.5,,2015-06-08,2017-05-01,190,95,Right
86569,Gregory Martinez,34,France,MF,Real Madrid,Premier League,45,18,14.5,102.3,2.2,2.9,2.5,3,1.7,2.9,84.8,,5.6,3.6,2012-07-01,2015-06-13,193,63,Right
72493,Charlene Taylor,21,,,Juventus,Serie A,8,7,,51,0.6,1,0.9,4.3,3.6,6.1,80.4,0.3,3.5,7.6,2008-09-06,2009-01-13,174,86,Left
75909,Sandra Bryant,24,Argentina,MF,,,46,0,42.9,148.1,2,2.8,2.2,2.8,1.6,1.7,,0.1,0,4.4,2013-12-01,2014-08-01,192,76,Right
79615,Amanda Drake,33,Belgium,DF,PSG,La Liga,10,15,101.9,29.6,0.7,1.4,0.3,2.7,4.2,4.9,,0,7.5,8,2006-12-27,2008-08-04,184,71,Right
30635,Tracy Baker,34,France,FW,Chelsea,Bundesliga,48,17,103.5,115.2,4.3,3.2,2.6,0.5,1,1.1,80.4,0.1,3.5,,2006-10-17,2008-01-25,169,81,
17455,Cheryl Williams,35,,MF,Juventus,Serie A,18,15,22.7,29.4,2.5,1.4,3.4,3.3,1.1,3,87.8,0.1,2.6,0.8,2006-07-04,2009-04-06,176,76,
76562,Mario Hill,28,,MF,Inter Milan,Ligue 1,0,27,33,144.6,,2.1,1.7,1.8,1.9,,80.6,0.1,0.3,,2016-02-12,2017-04-02,176,69,Left
20500,Alexander West,20,Belgium,,Barcelona,La Liga,13,8,83.6,81.7,0.7,1.5,0.3,2.9,2.3,5.6,84.4,0,9.3,9.5,2007-11-18,2012-10-20,180,60,Right
34356,Karen Taylor,28,Netherlands,DF,,Premier League,13,19,38.6,51.6,0.6,0.3,0.5,4.4,4.3,4.3,81.4,0.1,9.7,9.1,2013-01-07,2014-01-04,173,81,Left
18981,Joe Crane,33,Brazil,GK,Bayern Munich,Ligue 1,29,,22.1,,0.1,0.1,0.2,0.2,0,,66.3,2.8,9,83,2010-12-17,2012-11-11,193,85,Both
87992,,28,Brazil,DF,Arsenal,Ligue 1,11,18,4,82.5,0.2,0.8,0.4,,2.5,4.8,84.5,0.2,10.6,9.5,2008-11-19,2013-07-27,187,77,Right
18907,Kristen Clark,29,France,,Manchester United,La Liga,1,23,,29.7,0.3,0.3,1,2.7,4,,79.7,0.2,5.3,,2013-02-11,2016-01-26,187,73,Right
98501,Ronald Clark,,Germany,DF,Juventus,Bundesliga,4,19,17.2,,0.2,1.1,0.9,2.9,3.8,3.9,83.1,0,14,5.6,2009-07-01,2011-09-28,188,88,Right
40828,Lawrence Li,36,Spain,DF,Juventus,Serie A,28,23,30,46.5,0.3,1.4,0.2,,,3.7,86.1,0.2,5.1,6.1,2013-10-10,2014-03-17,170,71,
62923,Jackson Smith,,England,FW,Liverpool,Bundesliga,41,4,43.4,,,2.8,,0.4,0.4,0.6,70.2,0,3.5,1.2,2010-05-22,2011-08-21,184,95,
25713,Michael Barnes,24,Italy,MF,Juventus,La Liga,31,25,104.5,89.1,,2.4,3,2.6,1.4,2.8,81,0.1,7.9,3.3,2009-10-10,2014-09-28,184,94,Right
84668,Christopher Cortez,33,France,GK,,Premier League,37,,,17,0.2,0,0.2,0,0.1,1,62.6,2.8,10.2,80.8,2005-07-27,2007-08-19,199,71,Left
42271,Jesse Gomez,17,Belgium,GK,Arsenal,Premier League,39,2,92.3,,0.1,0.3,0.2,0.1,0,1,75.4,5.5,19.4,83.8,2020-05-21,2023-11-17,202,66,Right
85880,Alexis Martinez,25,England,,Inter Milan,La Liga,46,20,6.4,58.6,1,1.7,1.7,2.9,1.4,1.2,80.8,0.2,6.8,2.5,2018-06-13,2022-12-04,180,88,Left
87924,,19,Germany,GK,,,17,11,27,147.4,0,0.2,0.2,0.2,,1.3,74.6,4.1,15.6,74.1,2010-09-10,2011-03-10,194,70,Right
15209,,28,Spain,GK,PSG,Premier League,27,9,1.1,,,0.2,0.4,0,0.1,1.7,72.4,5.9,6.3,75.8,2008-11-06,2009-08-04,188,92,Right
91183,Loretta Bell,26,Netherlands,MF,Real Madrid,,37,11,,127,0.9,1.3,,2.3,,1.8,90.2,0.1,3.9,1.8,2006-03-08,2011-01-03,184,65,Right
20745,Kimberly Johnson,25,Germany,DF,Liverpool,Bundesliga,9,2,83,73.8,0.7,,0.5,3.1,2.8,,83.9,0.3,3.7,8.8,2015-08-21,2016-01-21,170,74,Left
64948,Carol Hernandez,34,Spain,,Chelsea,La Liga,21,6,115.7,119.3,,3.7,2.9,0.5,0.2,0.1,71,0,3.6,1.8,2015-01-15,2016-01-23,193,91,Right
96163,Daniel Gilbert,31,Portugal,GK,Arsenal,La Liga,,6,52,72.1,0,0.3,,0.1,,0.6,76.8,3,19.2,,2016-11-08,2017-02-17,202,70,Left
86503,Alicia French,19,Argentina,MF,Bayern Munich,Premier League,,1,86.6,80.6,,2.4,2,2.6,1.5,1.5,80.5,0.2,3.6,1.4,2013-09-06,2014-10-06,171,82,Left
84085,Jennifer Jackson,17,France,DF,,Ligue 1,13,24,70.5,56.7,0.9,1,,2.6,2.5,4,75.8,0.2,9.6,,2015-08-21,2018-08-22,171,85,Right
78522,Benjamin Aguilar,17,Argentina,DF,Arsenal,Bundesliga,19,22,69.9,127.4,0.4,0.8,0.8,4.4,4.3,3.9,76.3,0.1,10.4,1.1,2009-09-17,2011-11-20,185,93,Both
51467,Jessica Benson,32,,,PSG,,26,23,,107.3,,2.9,1.7,2.4,2.1,1.1,91.1,0,8.3,,2009-11-08,2014-06-22,184,93,Right
44179,Michael Haley,29,,DF,Arsenal,,,,107.3,70.3,0.4,1.2,,4.1,3.6,5.9,80.1,0.1,10.2,1.4,2017-08-27,2021-10-27,186,88,Right
36772,Allison Burns,26,,DF,Manchester United,Ligue 1,5,7,95.1,89.8,0.9,1.3,0.4,4.6,3.5,4.1,86.2,0.1,11.5,3.2,2005-07-15,2006-08-18,178,63,Right
97782,Tricia Jensen,25,Belgium,GK,Arsenal,Ligue 1,6,15,15.3,108.1,0,0.3,0.1,0.3,0.1,1.2,61.5,3.9,11.6,87.6,2017-06-28,2021-02-10,191,76,Left
51180,Joshua Morris,36,Spain,FW,PSG,Ligue 1,34,18,28.4,145.3,2.1,3.6,2.2,0.5,0.9,0.9,79,,2.9,0.7,2017-04-24,2019-09-10,170,94,
41285,,33,France,MF,Liverpool,Serie A,16,3,,63.9,2.2,2.1,3.1,1.8,2.4,3,86.5,,2.6,3.5,2006-07-01,2009-02-11,175,72,Right
44814,Janice Jones,26,,DF,Chelsea,Premier League,0,26,78.8,132.9,,,0.6,4.1,3.5,4.7,79.6,0.2,12,1,2006-03-10,2007-07-19,181,74,Right
61876,Hunter Walsh,22,,MF,Inter Milan,,5,6,45.5,125.8,1.2,1.4,2.6,3.4,2.1,2.1,81.5,0.1,1.1,3.5,2008-06-06,2009-03-09,193,88,Right
27154,David Hunter,31,Netherlands,GK,,La Liga,48,0,39.4,33.6,,0.2,0.1,0.2,0,1.5,67.6,3.8,9.1,72.9,2008-05-13,2009-12-02,188,88,Right
94607,Stephanie Ray,31,Brazil,GK,PSG,Bundesliga,2,3,3.3,26.7,0,0.1,0.3,0,0.2,0.7,76.5,4.3,,86.7,2020-02-11,2025-01-15,201,70,Left
49321,Alejandra Flores,30,Portugal,DF,Inter Milan,,47,10,109.2,59.3,0.3,0.7,0.5,2.7,3.1,3.9,79.8,0,14.1,9.7,2012-01-06,2013-01-25,169,91,Left
69929,James Cochran,20,France,DF,Real Madrid,Premier League,0,23,85.1,131.9,,1.3,0.2,3.7,2.7,4.5,79.2,,3.3,4.4,2018-07-26,2020-07-05,190,61,Right
51441,Jessica Harris,21,Portugal,DF,Juventus,La Liga,46,23,63.4,114.7,0.4,1,0.6,3,2.8,6.6,82.2,0.1,9.9,,2015-12-15,2017-01-24,171,73,Both
19508,Heather Alvarez,18,Netherlands,,Liverpool,Premier League,23,18,116.9,4.1,0.1,0,,0.3,0.1,0.6,69.4,3.9,9.9,74.7,2013-01-09,2015-11-18,191,79,Right
11220,William Boyle,33,Netherlands,FW,Chelsea,La Liga,16,9,1.8,142.9,3.6,3,1.2,1,0.5,1.2,83.3,0,2.5,1.7,2016-03-18,2019-02-17,186,81,Both
70068,Amy Thompson,24,England,,Chelsea,La Liga,34,3,10.7,67.8,0,0.3,0,0.3,0.1,1.7,73,2.8,5.3,78.8,2013-04-19,2017-01-16,173,70,Right
91416,Robin Gray,23,Belgium,FW,Real Madrid,Premier League,16,25,,,4.4,3,1.4,0.5,0.9,0.8,82.1,0.1,3.6,1.7,2011-06-14,2013-09-24,192,86,Right
83792,,17,,GK,Bayern Munich,Bundesliga,8,18,,145.8,0,0.1,0.2,0.2,,1.2,79.3,5,6.4,,2013-10-21,2014-10-25,188,62,Right
23104,Elizabeth Clark,26,Netherlands,DF,Manchester United,Serie A,7,10,99.8,3.7,0.5,0.3,0.6,4.1,2,,78.4,0,13.2,6.3,2017-07-05,2019-07-02,184,76,Left
19602,Thomas Smith,17,,FW,Chelsea,La Liga,4,9,91.7,3.9,3.2,1.8,1.9,0.5,0.6,0.3,71.5,0.1,,0.6,2020-03-01,2024-02-27,175,87,Right
80468,,29,Belgium,GK,Arsenal,La Liga,45,,,120.2,0,0.2,0.4,0.3,0,0.8,75.3,2.8,16.5,72.1,2018-05-21,2023-09-24,190,88,Right
37938,Kyle Brewer,19,Brazil,MF,Barcelona,Serie A,43,13,,132.3,0.7,1.6,2.5,3.2,2.1,2.2,,0,1,,2018-01-23,2022-03-22,188,80,Right
76307,,21,Spain,DF,PSG,Serie A,13,28,9.8,,0.6,0.8,0.9,3.7,3.7,4.6,80.6,0.1,,7.1,2011-07-24,2012-09-27,168,75,Right
27361,,20,,GK,Juventus,Ligue 1,45,26,69.4,5.3,0,0.1,0.2,0.1,0.2,1.5,73.5,5.1,6.5,73.1,2018-10-21,2023-07-22,192,79,Right
55745,Sarah Owen,35,Argentina,GK,Real Madrid,Serie A,6,18,,17.1,0.1,0.1,0.2,0.3,0.2,,68.1,4.7,,,2016-07-04,2020-02-27,198,65,Left
19016,Mark Rodriguez,27,Italy,DF,Liverpool,Premier League,6,20,43.3,19.8,0.8,,0.6,4.9,2.1,5.3,76.8,0.1,4.1,8.5,2014-02-17,2017-09-10,183,78,Left
42018,Karen Castillo,23,,GK,Juventus,Bundesliga,46,24,115,49.9,0,0.1,0.2,,0.1,1.2,66.5,3.3,14.7,70.2,2006-06-02,2007-09-03,193,64,Right
58434,Samantha Graves,31,Germany,MF,Inter Milan,Serie A,40,15,89.5,,2.3,2.2,1.8,1.8,2.1,2.4,90.8,0.1,5.5,,2005-05-05,2006-08-16,175,62,Left
47353,Steven Fuller,20,Spain,DF,Inter Milan,Serie A,48,23,,30.8,1,1.3,0.7,3.9,4.2,6.8,82.2,0.1,8.1,7.7,2018-07-02,2022-05-24,180,60,
30676,Michelle Zimmerman,,Portugal,GK,Liverpool,Premier League,47,8,22,38.1,0.1,0.1,0.4,,,0.5,60.9,5.5,12.3,70.9,2009-07-07,2014-07-05,201,74,
67433,Scott Powell,23,Argentina,MF,Bayern Munich,,8,7,107.4,,,2.8,2.8,1.7,1.8,2.8,82.7,0.2,0.5,1.1,2019-04-07,2020-04-23,170,93,Left
81200,Shelly Watson,34,England,FW,Juventus,Bundesliga,37,12,37,44.6,3.7,1.6,,0.8,0.3,0.6,77.6,0.1,1.3,1.7,2012-03-23,2014-01-18,186,94,Right
49651,David Wilson,21,Portugal,DF,Real Madrid,Bundesliga,44,5,9.3,,0.4,,0.5,3.2,4.1,5,82.8,0,13.9,3.8,2016-02-07,2020-11-09,179,84,Left
90173,Adrian Harper,26,Germany,MF,Liverpool,Ligue 1,44,0,9.7,95.8,1.5,1.5,2.3,3.3,1.6,2,80.6,0,7.5,2.2,2018-02-27,2023-05-09,183,83,Right
95717,Alexander Ellison,30,Italy,DF,,Bundesliga,1,21,38.7,57.6,0.2,1.1,0.8,3.2,2.1,6.6,82.1,0.2,11.7,,2020-12-05,2023-04-13,178,71,Right
79329,Erica Smith,19,Argentina,GK,Juventus,La Liga,33,15,37.5,88.9,0.1,0.2,0.3,0.2,0.2,0.6,74.1,5.3,18.5,78,2006-06-20,2011-06-08,197,77,Left
11025,Andrew Stanley,33,Italy,GK,Manchester United,Bundesliga,5,26,78.4,40.1,0.1,0.1,0.2,0,0.1,0.5,79,4,15.4,80.1,2020-12-05,2022-02-04,196,74,Right
97538,Ernest Ramirez,36,,GK,Barcelona,,4,22,67.1,118.5,,0.2,0.4,0,0,0.7,66.7,3.2,,77.2,2020-06-23,2024-05-20,191,75,Right
82692,Greg Nelson,,,FW,Bayern Munich,La Liga,43,22,86.8,85.8,2.9,1.6,1.3,0.8,0.6,0.7,78.3,0.1,2.7,1.3,2008-11-24,2009-03-10,171,86,Right
49240,Melissa Collins,,Italy,FW,Arsenal,Ligue 1,26,17,55.8,141.2,3.8,3,1.7,0.8,0.7,0.6,83.7,0,0.8,1,2006-04-14,2010-02-25,179,67,Left
96951,Kelly Clark,,,FW,Chelsea,Serie A,33,16,30.1,24.3,4.6,3.1,1.3,0.8,0.4,0.1,77,0,3.2,0.6,2008-02-21,2009-05-13,190,84,
23577,,19,France,FW,Juventus,La Liga,4,29,,,3.3,2.4,1.1,0.6,,0.4,,0,1.9,2.5,2018-06-23,2021-05-18,169,76,Right
27601,Kristopher Harding,35,Netherlands,MF,Barcelona,,,,0.6,125.1,2,2.2,2.7,2.5,1.7,1,91.5,0,2.1,4.6,2016-08-06,2021-07-16,191,88,Left
44664,Heather Ramos,32,Brazil,FW,Liverpool,Premier League,46,3,15.8,120.5,3.1,3.7,2.5,0.9,1,0.6,80.5,0,2,0.9,2016-06-07,2018-02-08,189,67,Left
25129,Jeffrey Huerta,25,Argentina,MF,,Ligue 1,18,4,103.9,70.6,2,1.8,2.8,2.3,1.4,2.5,85.6,0,3.7,0.2,2020-03-18,2024-02-08,186,74,Right
24029,Chris Watson,25,Brazil,FW,PSG,Ligue 1,47,13,4,78.9,2.2,3.5,2.7,0.7,0.5,1.1,80.1,0,1.7,2.2,2013-09-02,2017-06-02,192,86,Right
30374,,17,,DF,Chelsea,La Liga,33,8,109.2,9.8,,0.7,0.7,4.4,3.7,6.8,79.7,0.1,11.6,6.8,2019-06-03,2021-12-11,172,66,Right
45697,Emily Stevenson,24,France,FW,Inter Milan,,2,21,94.2,42.2,2.2,2.3,2.2,0.4,0.4,0.7,,0,2.1,2.2,2009-02-22,2011-05-26,175,62,Right
46930,Linda Black,20,Argentina,MF,Juventus,La Liga,1,14,80.5,27.8,1,2.3,2.9,2.4,2.3,1.7,88.4,0.2,0.9,,2016-05-18,2019-02-27,174,88,Right
89276,David Henderson,36,Portugal,,Liverpool,Premier League,21,25,40.5,83.5,4.4,3.7,2.2,0.7,0.4,0.1,81.3,0.1,1.2,2.8,2017-11-11,2020-11-27,181,83,Left
37607,Tabitha Harris,36,Italy,FW,Liverpool,La Liga,,2,3.5,111.8,4.4,3.1,2.3,0.8,0.8,1,76.5,0.1,,1.8,2020-09-16,2021-08-10,191,62,Right
54942,Ashley Wheeler,24,Argentina,DF,Real Madrid,La Liga,48,19,96.1,87,,1.3,0.6,3,2,,80.6,0.2,4.5,7.3,2018-03-16,2021-07-15,190,79,Right
36685,Jeremy Martin,34,Belgium,GK,Juventus,Premier League,45,,119.8,56.7,0.1,0.1,0,0.2,0.2,0.6,79.3,5.4,9.1,70.2,2018-06-14,2021-11-07,190,74,Right
93130,Kristin Anderson,32,Italy,MF,Manchester United,Ligue 1,11,29,99.9,19.8,1.7,1.7,,3.4,1.6,1.3,80.4,0.1,8.1,3.7,2015-12-04,2017-08-16,185,84,Left
44600,Dr. Courtney Rich,20,England,FW,Arsenal,Premier League,33,21,73.5,55.4,2.7,3.9,1.7,0.5,1,0.2,70.6,0.1,1.7,1.7,2020-06-13,2024-12-14,183,89,Right
76244,Richard Williams,29,Brazil,GK,Manchester United,Ligue 1,6,3,,67,0.1,0.2,0.4,0.1,0.1,0.8,61.7,5.2,9,82.6,2005-04-05,2009-02-12,194,73,Both
74032,Kathy Hubbard MD,22,Italy,FW,Liverpool,Serie A,8,11,26.1,140.8,2.2,2.9,1.4,0.6,0.9,0.5,72.9,0.1,3.4,1.6,2020-10-07,2025-06-04,186,66,Right
42914,Kristopher Gomez,36,Argentina,DF,Bayern Munich,Premier League,8,21,115.4,149.8,0.6,0.3,0.9,3.7,2.7,6.4,87.9,0.1,,8.5,2007-12-25,2008-07-25,186,76,Right
16658,Lawrence Ramos,28,Italy,FW,Liverpool,Serie A,,12,61.2,144.3,4.4,2.8,,1.2,0.5,0.1,75.9,0.1,3.8,1.5,2015-11-18,2020-10-01,185,79,Right
22097,Heather Collins,25,Netherlands,MF,Bayern Munich,Bundesliga,13,6,9.9,59.6,1.3,2.4,,3.2,1.2,1,86.2,0,,4,2009-09-28,2012-12-15,187,95,Right
93136,Lisa Stephens,30,Belgium,GK,Bayern Munich,Bundesliga,,18,56.9,89.4,,0.1,0.2,0.1,0.1,1,,5.1,,73,2007-10-24,2010-03-15,195,68,Right
65518,Jillian Orozco,28,Argentina,FW,Bayern Munich,La Liga,40,,,26,3,2.8,2.1,0.8,0.6,1.4,81.6,0.1,4.7,0.9,2011-07-25,2015-01-25,168,81,Right
46265,Kevin Simmons,20,Spain,MF,Arsenal,La Liga,24,16,78.6,113,1.2,2.1,2.7,3.4,1.4,2.6,87.5,0.2,,0.5,2014-02-23,2019-03-02,184,61,Right
15778,Lisa Montgomery,17,Italy,MF,Chelsea,La Liga,16,20,106.5,125.9,1.7,2.3,3.3,1.9,2,2.3,81.5,0.2,6.7,4.4,2007-05-17,2011-11-17,179,83,Left
10464,Melinda Peterson,29,Netherlands,MF,Chelsea,Ligue 1,17,28,2.9,112.5,0.7,,2.3,,1.8,2.8,91.6,0.1,7.8,1.4,2020-09-14,2023-02-27,188,67,Right
53719,,24,,GK,PSG,La Liga,27,20,,134,0.2,0.2,0.2,0,0.1,1.9,69,5.9,14.1,72.3,2020-11-23,2025-05-01,198,70,Left
27146,Kristen Cruz,19,,DF,Arsenal,Ligue 1,18,26,60.1,24.4,0.9,0.8,0.3,4.1,2.4,3.3,76.2,0.2,11,7,2019-10-11,2020-03-13,172,72,Right
93507,Anthony Fletcher,20,England,FW,Inter Milan,Serie A,33,,5.1,,3.9,3.5,2.5,0.3,0.5,,73.4,,1.8,2.7,2006-12-15,2009-09-14,179,76,Right
44335,Brian Smith,22,,FW,Liverpool,La Liga,,22,,8.9,4.1,1.8,3,0.4,0.5,1.4,78.7,0.1,2.8,2.9,2019-11-27,2023-06-18,184,67,Right
31178,Gregory Nelson,21,Spain,,,Bundesliga,47,15,80.7,40.9,0.2,0.3,0,0,0,0.6,66.3,5.3,19,84.3,2017-04-27,2018-03-12,173,80,
67912,Bruce White,30,France,FW,Juventus,Serie A,48,,20.6,92,3,2,1.6,0.8,0.7,0.2,72,0.1,1.5,2.7,2008-04-04,2009-08-05,168,77,Right
82309,,22,Germany,FW,Inter Milan,Ligue 1,41,21,100.6,,2.1,2.8,2.1,0.8,,1.4,,0,1.3,1.3,2014-01-28,2019-11-22,172,89,Right
66057,Michael Martinez,30,Argentina,DF,,La Liga,25,22,,148.4,1,1.3,0.8,4.8,2.3,4.3,82.4,,14.9,,2015-11-07,2017-04-12,192,77,Right
83519,Donna Kennedy,20,Germany,GK,Inter Milan,,,20,,68.1,,0.2,0.3,,0,1,,5.7,18.9,85,2013-11-13,2017-08-27,199,90,Right
11267,Molly Santana,18,Italy,GK,Bayern Munich,Premier League,20,0,87.9,8.4,0.1,0.1,0.2,0.2,0.1,1.7,61.4,4.9,,,2019-12-05,2020-10-20,201,91,Right
24663,Timothy Gardner,34,Portugal,MF,,La Liga,26,14,96.2,140.3,1.7,2.5,2.5,3.3,1.8,2.9,,0,1.2,3.4,2011-04-26,2016-11-07,172,70,Left
19862,Jermaine Mccullough,17,Spain,FW,,Bundesliga,15,,55.8,,3.8,,1.4,0.6,0.3,0.6,79.9,0.1,4.6,1.9,2018-05-26,2021-01-14,189,84,Left
29536,Maria Castro,26,France,MF,Manchester United,Ligue 1,43,15,50.9,37.8,1.5,2.4,2.1,1.8,2,2,87.1,0.1,9.1,3.7,2007-03-03,2011-06-25,191,92,Left
81511,Robert Jefferson,22,Brazil,GK,,Premier League,37,2,87.9,81.5,0.2,0.1,0,0.2,0.1,,61.3,5.7,6.9,89,2018-09-09,2021-10-26,198,67,Left
14722,James Harper,28,Italy,,Inter Milan,Bundesliga,30,19,62.2,10.3,0.4,1,0.4,4.2,2.7,6.6,78.6,0.1,10.5,8.1,2011-10-12,2014-06-18,168,70,Right
58393,Linda Fry,28,England,GK,Manchester United,Serie A,33,13,62.6,,0.1,0.2,0.5,0.3,0.1,1.4,76.1,5.3,16.2,80.5,2012-12-01,2014-09-09,201,81,Right
86350,Jacob Flynn,34,,,PSG,La Liga,23,,24.2,121.2,2.3,3.2,1.4,0.3,0.7,0.3,81.4,0.1,4.3,0.1,2018-03-13,2022-04-17,185,83,Left
82420,Nathan Mejia MD,33,Brazil,GK,Juventus,Bundesliga,46,5,90.8,74.4,0.1,0.3,0.4,0.1,0.1,,73.1,5.6,9.9,83.8,2011-08-18,2014-07-02,196,76,Right
