Player_Name,Age,Nationality,Position,Current_Club,League,Season,Appearances,Goals,Market_Value_Million_EUR,Transfer_Fee_Million_EUR,Shots_Per_Game,Dribbles_Per_Game,Key_Passes_Per_Game,Tackles_Per_Game,Interceptions_Per_Game,Clearances_Per_Game,Pass_Accuracy_Percentage,Saves_Per_Game,Clean_Sheets,Save_Percentage
Tracy Baker,34.0,France,FW,Chelsea,Bundesliga,,48.0,17.0,103.5,115.2,4.3,3.2,2.6,0.5,1.0,1.1,80.4,0.1,3.5,
Cheryl Williams,35.0,,MF,Juventus,Serie A,2015/2016,18.0,15.0,22.7,29.4,2.5,1.4,3.4,3.3,1.1,3.0,87.8,0.1,2.6,0.8
Mario Hill,28.0,,MF,Inter Milan,Ligue 1,,0.0,27.0,33.0,144.6,,2.1,1.7,1.8,1.9,,80.6,0.1,0.3,
Alexander West,20.0,Belgium,,Barcelona,La Liga,2023/2024,13.0,8.0,83.6,81.7,0.7,1.5,0.3,2.9,2.3,5.6,84.4,0.0,9.3,9.5
Karen Taylor,28.0,Netherlands,DF,,Premier League,2011/2012,13.0,19.0,38.6,51.6,0.6,0.3,0.5,4.4,4.3,4.3,81.4,0.1,9.7,9.1
Joe Crane,33.0,Brazil,GK,Bayern Munich,Ligue 1,2010/2011,29.0,,22.1,,0.1,0.1,0.2,0.2,0.0,,66.3,2.8,9.0,83.0
,28.0,Brazil,DF,Arsenal,Ligue 1,2020/2021,11.0,18.0,4.0,82.5,0.2,0.8,0.4,,2.5,4.8,84.5,0.2,10.6,9.5
Kristen Clark,29.0,France,,Manchester United,La Liga,2023/2024,1.0,23.0,,29.7,0.3,0.3,1.0,2.7,4.0,,79.7,0.2,5.3,
Ronald Clark,,Germany,DF,Juventus,Bundesliga,2011/2012,4.0,19.0,17.2,,0.2,1.1,0.9,2.9,3.8,3.9,83.1,0.0,14.0,5.6
Lawrence Li,36.0,Spain,DF,Juventus,Serie A,2011/2012,28.0,23.0,30.0,46.5,0.3,1.4,0.2,,,3.7,86.1,0.2,5.1,6.1
Jackson Smith,,England,FW,Liverpool,Bundesliga,,41.0,4.0,43.4,,,2.8,,0.4,0.4,0.6,70.2,0.0,3.5,1.2
Michael Barnes,24.0,Italy,MF,Juventus,La Liga,2011/2012,31.0,25.0,104.5,89.1,,2.4,3.0,2.6,1.4,2.8,81.0,0.1,7.9,3.3
Christopher Cortez,33.0,France,GK,,Premier League,2010/2011,37.0,,,17.0,0.2,0.0,0.2,0.0,0.1,1.0,62.6,2.8,10.2,80.8
Jesse Gomez,17.0,Belgium,GK,Arsenal,Premier League,2023/2024,39.0,2.0,92.3,,0.1,0.3,0.2,0.1,0.0,1.0,75.4,5.5,19.4,83.8
Alexis Martinez,25.0,England,,Inter Milan,La Liga,2016/2017,46.0,20.0,6.4,58.6,1.0,1.7,1.7,2.9,1.4,1.2,80.8,0.2,6.8,2.5
,19.0,Germany,GK,,,2023/2024,17.0,11.0,27.0,147.4,0.0,0.2,0.2,0.2,,1.3,74.6,4.1,15.6,74.1
,28.0,Spain,GK,PSG,Premier League,2024/2025,27.0,9.0,1.1,,,0.2,0.4,0.0,0.1,1.7,72.4,5.9,6.3,75.8
Loretta Bell,26.0,Netherlands,MF,Real Madrid,,2013/2014,37.0,11.0,,127.0,0.9,1.3,,2.3,,1.8,90.2,0.1,3.9,1.8
Kimberly Johnson,25.0,Germany,DF,Liverpool,Bundesliga,2020/2021,9.0,2.0,83.0,73.8,0.7,,0.5,3.1,2.8,,83.9,0.3,3.7,8.8
Carol Hernandez,34.0,Spain,,Chelsea,La Liga,2020/2021,21.0,6.0,115.7,119.3,,3.7,2.9,0.5,0.2,0.1,71.0,0.0,3.6,1.8
Daniel Gilbert,31.0,Portugal,GK,Arsenal,La Liga,2011/2012,,6.0,52.0,72.1,0.0,0.3,,0.1,,0.6,76.8,3.0,19.2,
Alicia French,19.0,Argentina,MF,Bayern Munich,Premier League,2024/2025,,1.0,86.6,80.6,,2.4,2.0,2.6,1.5,1.5,80.5,0.2,3.6,1.4
Jennifer Jackson,17.0,France,DF,,Ligue 1,2019/2020,13.0,24.0,70.5,56.7,0.9,1.0,,2.6,2.5,4.0,75.8,0.2,9.6,
Benjamin Aguilar,17.0,Argentina,DF,Arsenal,Bundesliga,,19.0,22.0,69.9,127.4,0.4,0.8,0.8,4.4,4.3,3.9,76.3,0.1,10.4,1.1
Jessica Benson,32.0,,,PSG,,2017/2018,26.0,23.0,,107.3,,2.9,1.7,2.4,2.1,1.1,91.1,0.0,8.3,
Michael Haley,29.0,,DF,Arsenal,,2020/2021,,,107.3,70.3,0.4,1.2,,4.1,3.6,5.9,80.1,0.1,10.2,1.4
Allison Burns,26.0,,DF,Manchester United,Ligue 1,2013/2014,5.0,7.0,95.1,89.8,0.9,1.3,0.4,4.6,3.5,4.1,86.2,0.1,11.5,3.2
Tricia Jensen,25.0,Belgium,GK,Arsenal,Ligue 1,2017/2018,6.0,15.0,15.3,108.1,0.0,0.3,0.1,0.3,0.1,1.2,61.5,3.9,11.6,87.6
Joshua Morris,36.0,Spain,FW,PSG,Ligue 1,2018/2019,34.0,18.0,28.4,145.3,2.1,3.6,2.2,0.5,0.9,0.9,79.0,,2.9,0.7
,33.0,France,MF,Liverpool,Serie A,2022/2023,16.0,3.0,,63.9,2.2,2.1,3.1,1.8,2.4,3.0,86.5,,2.6,3.5
Janice Jones,26.0,,DF,Chelsea,Premier League,2020/2021,0.0,26.0,78.8,132.9,,,0.6,4.1,3.5,4.7,79.6,0.2,12.0,1.0
Hunter Walsh,22.0,,MF,Inter Milan,,2021/2022,5.0,6.0,45.5,125.8,1.2,1.4,2.6,3.4,2.1,2.1,81.5,0.1,1.1,3.5
David Hunter,31.0,Netherlands,GK,,La Liga,2013/2014,48.0,0.0,39.4,33.6,,0.2,0.1,0.2,0.0,1.5,67.6,3.8,9.1,72.9
Stephanie Ray,31.0,Brazil,GK,PSG,Bundesliga,2015/2016,2.0,3.0,3.3,26.7,0.0,0.1,0.3,0.0,0.2,0.7,76.5,4.3,,86.7
Alejandra Flores,30.0,Portugal,DF,Inter Milan,,2022/2023,47.0,10.0,109.2,59.3,0.3,0.7,0.5,2.7,3.1,3.9,79.8,0.0,14.1,9.7
James Cochran,20.0,France,DF,Real Madrid,Premier League,2011/2012,0.0,23.0,85.1,131.9,,1.3,0.2,3.7,2.7,4.5,79.2,,3.3,4.4
Jessica Harris,21.0,Portugal,DF,Juventus,La Liga,2016/2017,46.0,23.0,63.4,114.7,0.4,1.0,0.6,3.0,2.8,6.6,82.2,0.1,9.9,
Heather Alvarez,18.0,Netherlands,,Liverpool,Premier League,2024/2025,23.0,18.0,116.9,4.1,0.1,0.0,,0.3,0.1,0.6,69.4,3.9,9.9,74.7
William Boyle,33.0,Netherlands,FW,Chelsea,La Liga,2015/2016,16.0,9.0,1.8,142.9,3.6,3.0,1.2,1.0,0.5,1.2,83.3,0.0,2.5,1.7
Amy Thompson,24.0,England,,Chelsea,La Liga,2010/2011,34.0,3.0,10.7,67.8,0.0,0.3,0.0,0.3,0.1,1.7,73.0,2.8,5.3,78.8
Robin Gray,23.0,Belgium,FW,Real Madrid,Premier League,2018/2019,16.0,25.0,,,4.4,3.0,1.4,0.5,0.9,0.8,82.1,0.1,3.6,1.7
,17.0,,GK,Bayern Munich,Bundesliga,2010/2011,8.0,18.0,,145.8,0.0,0.1,0.2,0.2,,1.2,79.3,5.0,6.4,
Elizabeth Clark,26.0,Netherlands,DF,Manchester United,Serie A,2012/2013,7.0,10.0,99.8,3.7,0.5,0.3,0.6,4.1,2.0,,78.4,0.0,13.2,6.3
Thomas Smith,17.0,,FW,Chelsea,La Liga,2019/2020,4.0,9.0,91.7,3.9,3.2,1.8,1.9,0.5,0.6,0.3,71.5,0.1,,0.6
,29.0,Belgium,GK,Arsenal,La Liga,2011/2012,45.0,,,120.2,0.0,0.2,0.4,0.3,0.0,0.8,75.3,2.8,16.5,72.1
Kyle Brewer,19.0,Brazil,MF,Barcelona,Serie A,2021/2022,43.0,13.0,,132.3,0.7,1.6,2.5,3.2,2.1,2.2,,0.0,1.0,
,21.0,Spain,DF,PSG,Serie A,2023/2024,13.0,28.0,9.8,,0.6,0.8,0.9,3.7,3.7,4.6,80.6,0.1,,7.1
,20.0,,GK,Juventus,Ligue 1,2014/2015,45.0,26.0,69.4,5.3,0.0,0.1,0.2,0.1,0.2,1.5,73.5,5.1,6.5,73.1
Sarah Owen,35.0,Argentina,GK,Real Madrid,Serie A,2019/2020,6.0,18.0,,17.1,0.1,0.1,0.2,0.3,0.2,,68.1,4.7,,
Mark Rodriguez,27.0,Italy,DF,Liverpool,Premier League,2023/2024,6.0,20.0,43.3,19.8,0.8,,0.6,4.9,2.1,5.3,76.8,0.1,4.1,8.5
Karen Castillo,23.0,,GK,Juventus,Bundesliga,2011/2012,46.0,24.0,115.0,49.9,0.0,0.1,0.2,,0.1,1.2,66.5,3.3,14.7,70.2
Samantha Graves,31.0,Germany,MF,Inter Milan,Serie A,,40.0,15.0,89.5,,2.3,2.2,1.8,1.8,2.1,2.4,90.8,0.1,5.5,
Steven Fuller,20.0,Spain,DF,Inter Milan,Serie A,2021/2022,48.0,23.0,,30.8,1.0,1.3,0.7,3.9,4.2,6.8,82.2,0.1,8.1,7.7
Michelle Zimmerman,,Portugal,GK,Liverpool,Premier League,2011/2012,47.0,8.0,22.0,38.1,0.1,0.1,0.4,,,0.5,60.9,5.5,12.3,70.9
Scott Powell,23.0,Argentina,MF,Bayern Munich,,2013/2014,8.0,7.0,107.4,,,2.8,2.8,1.7,1.8,2.8,82.7,0.2,0.5,1.1
Shelly Watson,34.0,England,FW,Juventus,Bundesliga,2014/2015,37.0,12.0,37.0,44.6,3.7,1.6,,0.8,0.3,0.6,77.6,0.1,1.3,1.7
David Wilson,21.0,Portugal,DF,Real Madrid,Bundesliga,2011/2012,44.0,5.0,9.3,,0.4,,0.5,3.2,4.1,5.0,82.8,0.0,13.9,3.8
Adrian Harper,26.0,Germany,MF,Liverpool,Ligue 1,2024/2025,44.0,0.0,9.7,95.8,1.5,1.5,2.3,3.3,1.6,2.0,80.6,0.0,7.5,2.2
Alexander Ellison,30.0,Italy,DF,,Bundesliga,2022/2023,1.0,21.0,38.7,57.6,0.2,1.1,0.8,3.2,2.1,6.6,82.1,0.2,11.7,
Erica Smith,19.0,Argentina,GK,Juventus,La Liga,2022/2023,33.0,15.0,37.5,88.9,0.1,0.2,0.3,0.2,0.2,0.6,74.1,5.3,18.5,78.0
Andrew Stanley,33.0,Italy,GK,Manchester United,Bundesliga,2021/2022,5.0,26.0,78.4,40.1,0.1,0.1,0.2,0.0,0.1,0.5,79.0,4.0,15.4,80.1
Ernest Ramirez,36.0,,GK,Barcelona,,2017/2018,4.0,22.0,67.1,118.5,,0.2,0.4,0.0,0.0,0.7,66.7,3.2,,77.2
Greg Nelson,,,FW,Bayern Munich,La Liga,2017/2018,43.0,22.0,86.8,85.8,2.9,1.6,1.3,0.8,0.6,0.7,78.3,0.1,2.7,1.3
Melissa Collins,,Italy,FW,Arsenal,Ligue 1,2012/2013,26.0,17.0,55.8,141.2,3.8,3.0,1.7,0.8,0.7,0.6,83.7,0.0,0.8,1.0
Kelly Clark,,,FW,Chelsea,Serie A,2014/2015,33.0,16.0,30.1,24.3,4.6,3.1,1.3,0.8,0.4,0.1,77.0,0.0,3.2,0.6
,19.0,France,FW,Juventus,La Liga,2022/2023,4.0,29.0,,,3.3,2.4,1.1,0.6,,0.4,,0.0,1.9,2.5
Kristopher Harding,35.0,Netherlands,MF,Barcelona,,2023/2024,,,0.6,125.1,2.0,2.2,2.7,2.5,1.7,1.0,91.5,0.0,2.1,4.6
Heather Ramos,32.0,Brazil,FW,Liverpool,Premier League,2022/2023,46.0,3.0,15.8,120.5,3.1,3.7,2.5,0.9,1.0,0.6,80.5,0.0,2.0,0.9
Jeffrey Huerta,25.0,Argentina,MF,,Ligue 1,2010/2011,18.0,4.0,103.9,70.6,2.0,1.8,2.8,2.3,1.4,2.5,85.6,0.0,3.7,0.2
Chris Watson,25.0,Brazil,FW,PSG,Ligue 1,2015/2016,47.0,13.0,4.0,78.9,2.2,3.5,2.7,0.7,0.5,1.1,80.1,0.0,1.7,2.2
,17.0,,DF,Chelsea,La Liga,2012/2013,33.0,8.0,109.2,9.8,,0.7,0.7,4.4,3.7,6.8,79.7,0.1,11.6,6.8
Emily Stevenson,24.0,France,FW,Inter Milan,,2018/2019,2.0,21.0,94.2,42.2,2.2,2.3,2.2,0.4,0.4,0.7,,0.0,2.1,2.2
Linda Black,20.0,Argentina,MF,Juventus,La Liga,2010/2011,1.0,14.0,80.5,27.8,1.0,2.3,2.9,2.4,2.3,1.7,88.4,0.2,0.9,
David Henderson,36.0,Portugal,,Liverpool,Premier League,2012/2013,21.0,25.0,40.5,83.5,4.4,3.7,2.2,0.7,0.4,0.1,81.3,0.1,1.2,2.8
Tabitha Harris,36.0,Italy,FW,Liverpool,La Liga,2024/2025,,2.0,3.5,111.8,4.4,3.1,2.3,0.8,0.8,1.0,76.5,0.1,,1.8
Ashley Wheeler,24.0,Argentina,DF,Real Madrid,La Liga,2015/2016,48.0,19.0,96.1,87.0,,1.3,0.6,3.0,2.0,,80.6,0.2,4.5,7.3
Jeremy Martin,34.0,Belgium,GK,Juventus,Premier League,,45.0,,119.8,56.7,0.1,0.1,0.0,0.2,0.2,0.6,79.3,5.4,9.1,70.2
Kristin Anderson,32.0,Italy,MF,Manchester United,Ligue 1,,11.0,29.0,99.9,19.8,1.7,1.7,,3.4,1.6,1.3,80.4,0.1,8.1,3.7
Dr. Courtney Rich,20.0,England,FW,Arsenal,Premier League,2015/2016,33.0,21.0,73.5,55.4,2.7,3.9,1.7,0.5,1.0,0.2,70.6,0.1,1.7,1.7
Richard Williams,29.0,Brazil,GK,Manchester United,Ligue 1,2021/2022,6.0,3.0,,67.0,0.1,0.2,0.4,0.1,0.1,0.8,61.7,5.2,9.0,82.6
Kathy Hubbard MD,22.0,Italy,FW,Liverpool,Serie A,2016/2017,8.0,11.0,26.1,140.8,2.2,2.9,1.4,0.6,0.9,0.5,72.9,0.1,3.4,1.6
Kristopher Gomez,36.0,Argentina,DF,Bayern Munich,Premier League,2016/2017,8.0,21.0,115.4,149.8,0.6,0.3,0.9,3.7,2.7,6.4,87.9,0.1,,8.5
Lawrence Ramos,28.0,Italy,FW,Liverpool,Serie A,2016/2017,,12.0,61.2,144.3,4.4,2.8,,1.2,0.5,0.1,75.9,0.1,3.8,1.5
Heather Collins,25.0,Netherlands,MF,Bayern Munich,Bundesliga,2021/2022,13.0,6.0,9.9,59.6,1.3,2.4,,3.2,1.2,1.0,86.2,0.0,,4.0
Lisa Stephens,30.0,Belgium,GK,Bayern Munich,Bundesliga,2019/2020,,18.0,56.9,89.4,,0.1,0.2,0.1,0.1,1.0,,5.1,,73.0
Jillian Orozco,28.0,Argentina,FW,Bayern Munich,La Liga,2021/2022,40.0,,,26.0,3.0,2.8,2.1,0.8,0.6,1.4,81.6,0.1,4.7,0.9
Kevin Simmons,20.0,Spain,MF,Arsenal,La Liga,2023/2024,24.0,16.0,78.6,113.0,1.2,2.1,2.7,3.4,1.4,2.6,87.5,0.2,,0.5
Lisa Montgomery,17.0,Italy,MF,Chelsea,La Liga,2022/2023,16.0,20.0,106.5,125.9,1.7,2.3,3.3,1.9,2.0,2.3,81.5,0.2,6.7,4.4
Melinda Peterson,29.0,Netherlands,MF,Chelsea,Ligue 1,2017/2018,17.0,28.0,2.9,112.5,0.7,,2.3,,1.8,2.8,91.6,0.1,7.8,1.4
,24.0,,GK,PSG,La Liga,2021/2022,27.0,20.0,,134.0,0.2,0.2,0.2,0.0,0.1,1.9,69.0,5.9,14.1,72.3
Kristen Cruz,19.0,,DF,Arsenal,Ligue 1,2015/2016,18.0,26.0,60.1,24.4,0.9,0.8,0.3,4.1,2.4,3.3,76.2,0.2,11.0,7.0
Anthony Fletcher,20.0,England,FW,Inter Milan,Serie A,2023/2024,33.0,,5.1,,3.9,3.5,2.5,0.3,0.5,,73.4,,1.8,2.7
Brian Smith,22.0,,FW,Liverpool,La Liga,,,22.0,,8.9,4.1,1.8,3.0,0.4,0.5,1.4,78.7,0.1,2.8,2.9
Gregory Nelson,21.0,Spain,,,Bundesliga,2021/2022,47.0,15.0,80.7,40.9,0.2,0.3,0.0,0.0,0.0,0.6,66.3,5.3,19.0,84.3
Bruce White,30.0,France,FW,Juventus,Serie A,2011/2012,48.0,,20.6,92.0,3.0,2.0,1.6,0.8,0.7,0.2,72.0,0.1,1.5,2.7
,22.0,Germany,FW,Inter Milan,Ligue 1,2021/2022,41.0,21.0,100.6,,2.1,2.8,2.1,0.8,,1.4,,0.0,1.3,1.3
Michael Martinez,30.0,Argentina,DF,,La Liga,2012/2013,25.0,22.0,,148.4,1.0,1.3,0.8,4.8,2.3,4.3,82.4,,14.9,
Donna Kennedy,20.0,Germany,GK,Inter Milan,,2017/2018,,20.0,,68.1,,0.2,0.3,,0.0,1.0,,5.7,18.9,85.0
Molly Santana,18.0,Italy,GK,Bayern Munich,Premier League,2011/2012,20.0,0.0,87.9,8.4,0.1,0.1,0.2,0.2,0.1,1.7,61.4,4.9,,
Timothy Gardner,34.0,Portugal,MF,,La Liga,2023/2024,26.0,14.0,96.2,140.3,1.7,2.5,2.5,3.3,1.8,2.9,,0.0,1.2,3.4
Jermaine Mccullough,17.0,Spain,FW,,Bundesliga,2010/2011,15.0,,55.8,,3.8,,1.4,0.6,0.3,0.6,79.9,0.1,4.6,1.9
Maria Castro,26.0,France,MF,Manchester United,Ligue 1,2014/2015,43.0,15.0,50.9,37.8,1.5,2.4,2.1,1.8,2.0,2.0,87.1,0.1,9.1,3.7
Robert Jefferson,22.0,Brazil,GK,,Premier League,,37.0,2.0,87.9,81.5,0.2,0.1,0.0,0.2,0.1,,61.3,5.7,6.9,89.0
James Harper,28.0,Italy,,Inter Milan,Bundesliga,2015/2016,30.0,19.0,62.2,10.3,0.4,1.0,0.4,4.2,2.7,6.6,78.6,0.1,10.5,8.1
Linda Fry,28.0,England,GK,Manchester United,Serie A,2013/2014,33.0,13.0,62.6,,0.1,0.2,0.5,0.3,0.1,1.4,76.1,5.3,16.2,80.5
Jacob Flynn,34.0,,,PSG,La Liga,2019/2020,23.0,,24.2,121.2,2.3,3.2,1.4,0.3,0.7,0.3,81.4,0.1,4.3,0.1
Nathan Mejia MD,33.0,Brazil,GK,Juventus,Bundesliga,,46.0,5.0,90.8,74.4,0.1,0.3,0.4,0.1,0.1,,73.1,5.6,9.9,83.8
,23.0,,FW,,Bundesliga,2014/2015,29.0,21.0,93.3,45.7,4.3,1.7,2.8,0.6,0.7,1.2,79.8,0.0,4.7,1.2
Wesley Beltran,26.0,France,DF,Arsenal,Serie A,2012/2013,36.0,11.0,47.1,104.9,0.3,1.3,0.8,3.9,3.3,3.5,87.9,0.3,4.7,4.2
Richard Hayes,26.0,England,FW,Bayern Munich,Premier League,2010/2011,14.0,12.0,29.9,44.6,3.9,3.3,,0.4,0.3,0.3,73.9,0.1,4.2,0.9
Randy Davidson,27.0,Brazil,FW,Arsenal,Serie A,2010/2011,42.0,,22.1,80.1,2.1,2.8,1.7,1.0,1.0,0.5,83.8,0.1,3.3,0.6
Crystal Castro,22.0,Italy,DF,Real Madrid,Serie A,2019/2020,,23.0,66.0,92.4,0.6,,1.0,3.1,2.8,7.0,85.3,0.3,4.7,4.3
Bryan Martin,24.0,Spain,,PSG,Ligue 1,2022/2023,32.0,16.0,40.0,79.7,0.1,0.2,0.5,0.1,0.1,2.0,67.4,4.8,,87.4
Jessica Fowler,28.0,Italy,MF,Arsenal,Serie A,,,7.0,9.1,94.9,1.8,1.3,2.0,3.1,,1.7,86.0,0.1,3.6,3.9
Carlos Waters,19.0,Netherlands,FW,Barcelona,Premier League,2014/2015,33.0,14.0,,104.0,2.6,2.7,1.1,1.1,0.6,0.8,82.8,0.1,2.5,1.6
Levi Rios,28.0,,,Bayern Munich,Ligue 1,2010/2011,,23.0,52.1,,2.0,2.0,2.9,,2.1,,81.0,,0.2,2.9
David Hernandez,17.0,Brazil,,Manchester United,Serie A,2013/2014,15.0,25.0,84.1,73.1,0.7,0.7,,4.9,2.9,,76.0,0.0,12.4,7.2
Beverly Jones,,Italy,FW,,Premier League,2023/2024,38.0,3.0,68.6,,2.5,2.8,1.6,0.3,0.3,,76.2,0.1,0.1,0.7
Sandra Campbell,30.0,Brazil,FW,Manchester United,Bundesliga,2022/2023,37.0,26.0,108.1,36.1,2.9,3.1,2.5,0.3,0.8,0.7,,0.1,4.7,2.7
Sonya Reynolds,28.0,Argentina,DF,Arsenal,Ligue 1,2017/2018,24.0,10.0,77.5,86.9,0.2,1.3,0.8,,4.3,3.6,87.9,0.1,4.0,7.6
Jessica Erickson,23.0,Spain,GK,Bayern Munich,Bundesliga,2016/2017,15.0,7.0,93.5,42.6,0.0,0.1,0.0,0.2,0.1,1.3,62.6,5.1,7.2,83.9
James Richardson,18.0,Germany,FW,PSG,Bundesliga,2011/2012,7.0,14.0,,,3.6,2.9,1.3,,0.7,1.2,,0.0,2.5,2.1
Michael Adams,33.0,England,GK,Real Madrid,Ligue 1,2011/2012,43.0,7.0,104.9,84.6,0.0,0.2,0.0,,0.1,1.0,75.3,4.2,13.8,73.5
Kerry Stevens,32.0,Argentina,FW,Manchester United,La Liga,2016/2017,0.0,2.0,112.7,72.1,3.0,2.2,2.2,0.4,0.3,1.3,78.8,,,2.0
,20.0,France,FW,Real Madrid,La Liga,2012/2013,30.0,24.0,33.9,73.6,5.0,3.8,,,0.1,0.1,70.7,0.0,,2.6
,25.0,Netherlands,GK,Manchester United,Bundesliga,2019/2020,17.0,19.0,78.8,146.5,0.1,0.2,0.0,0.1,0.0,0.9,74.6,4.9,5.6,71.2
Zachary Delacruz,20.0,,MF,Arsenal,Ligue 1,2013/2014,31.0,28.0,66.8,120.9,0.7,2.2,3.4,3.1,1.6,1.3,,0.1,4.1,1.8
Richard Baker,27.0,Netherlands,DF,Barcelona,Premier League,2010/2011,25.0,6.0,25.0,111.3,0.8,,1.0,4.6,2.0,,80.2,,8.5,0.1
,20.0,Netherlands,,Barcelona,La Liga,2019/2020,36.0,16.0,50.4,79.7,0.0,0.2,0.4,0.1,0.1,1.0,66.3,2.7,10.5,75.7
Samuel Anderson,21.0,,DF,Barcelona,La Liga,2011/2012,,15.0,41.2,123.4,0.6,,1.0,4.2,2.1,3.3,79.2,,5.4,8.5
Lori Clements DVM,35.0,Germany,,PSG,Serie A,2024/2025,26.0,,70.0,87.7,2.4,1.4,2.7,3.0,1.6,1.2,83.9,0.1,9.3,
Stephanie Hoffman,23.0,Belgium,MF,,Serie A,2013/2014,10.0,,84.3,48.9,1.1,,1.8,2.8,,,83.3,0.1,2.7,3.2
Kayla Osborne,,Portugal,GK,,La Liga,2017/2018,28.0,3.0,91.1,112.4,,0.2,0.3,0.0,0.0,1.0,73.3,4.5,5.1,
Alicia Bowen,33.0,Netherlands,GK,Inter Milan,La Liga,2015/2016,28.0,18.0,20.7,94.0,,0.0,0.3,0.1,0.0,,71.4,4.1,6.1,77.5
,30.0,,FW,Barcelona,,2024/2025,,29.0,52.6,24.6,,2.6,2.7,,0.2,0.3,77.3,0.1,3.8,1.5
Craig Robertson,35.0,England,,Bayern Munich,Serie A,2010/2011,16.0,24.0,65.3,40.0,0.7,0.7,0.4,4.9,3.0,6.1,82.8,0.2,14.5,
Mark Guzman,33.0,,,,,2019/2020,43.0,15.0,44.1,5.1,0.8,0.9,0.6,4.6,2.6,,,0.1,4.7,9.9
,31.0,,DF,,La Liga,2022/2023,36.0,21.0,78.6,126.1,0.5,0.6,0.4,3.3,4.1,5.7,78.4,0.1,10.4,9.7
Cheryl Hawkins,20.0,Spain,GK,,Ligue 1,2017/2018,42.0,9.0,,38.5,0.0,0.3,,0.1,0.2,1.8,76.5,5.8,14.1,78.4
Tony Wood,23.0,Germany,,Inter Milan,,2016/2017,9.0,25.0,40.1,149.4,0.2,0.0,0.3,0.2,0.2,0.6,77.7,4.9,19.4,77.2
Daniel Horne,35.0,Netherlands,FW,Inter Milan,Ligue 1,2023/2024,9.0,17.0,26.2,44.1,4.3,2.2,1.4,,0.5,0.2,73.7,0.1,0.4,1.6
William King,31.0,Brazil,FW,Manchester United,Ligue 1,2021/2022,18.0,20.0,53.1,113.2,2.2,2.5,,0.7,0.5,0.4,77.0,0.1,1.1,1.0
Carlos Hancock,30.0,Argentina,FW,Inter Milan,Serie A,2019/2020,1.0,23.0,,42.9,,1.8,2.1,0.9,0.8,,81.5,,3.0,2.9
Megan Holt,26.0,Spain,DF,Arsenal,Ligue 1,2016/2017,13.0,25.0,84.2,,0.8,,0.6,3.0,4.1,3.3,83.5,0.2,13.5,0.8
Gregg Alvarez,20.0,,,Liverpool,,2018/2019,10.0,2.0,116.4,31.3,2.2,1.8,1.9,3.1,2.1,1.5,85.8,0.1,9.4,3.9
David Conway,36.0,Argentina,MF,,Bundesliga,2022/2023,11.0,3.0,111.2,12.3,,2.1,2.9,2.9,1.7,1.6,,0.1,0.1,3.3
,19.0,Argentina,DF,Inter Milan,Ligue 1,2022/2023,8.0,29.0,,36.5,0.6,0.9,0.4,3.5,3.5,3.1,86.2,0.1,11.7,0.4
Claudia Murray,27.0,France,DF,Juventus,Serie A,2020/2021,18.0,2.0,108.8,149.6,0.5,1.4,0.7,4.8,3.6,6.8,87.4,0.1,12.9,0.4
Christine Montes,17.0,Brazil,,Arsenal,Serie A,2011/2012,17.0,15.0,59.6,74.9,0.7,1.2,0.5,3.2,2.5,6.2,77.5,0.3,11.5,8.6
Ashley Wilson,34.0,England,GK,Manchester United,,2023/2024,10.0,2.0,34.4,116.7,0.1,0.2,0.0,0.1,0.2,,,5.5,6.1,71.5
David Hayes,26.0,England,,Arsenal,La Liga,2019/2020,7.0,9.0,34.4,,3.6,1.6,1.8,1.1,0.4,0.7,71.1,0.0,,1.1
Valerie Tran,19.0,Portugal,FW,Juventus,La Liga,,14.0,16.0,17.0,89.0,2.9,2.6,1.9,1.0,0.1,0.7,77.3,0.0,3.9,0.9
Andrew Ball,24.0,,,Real Madrid,Premier League,2012/2013,6.0,18.0,85.6,135.9,1.3,1.9,2.8,3.2,2.5,1.6,82.3,0.0,3.8,2.6
Alan Herman,36.0,Italy,FW,,La Liga,2015/2016,4.0,22.0,37.4,19.8,4.0,,1.9,,0.4,1.0,83.3,0.0,1.9,0.8
Connie Hardin,19.0,Italy,DF,Manchester United,Serie A,2014/2015,47.0,16.0,93.8,134.8,0.9,0.5,0.8,4.7,,5.5,75.9,0.0,10.1,5.0
Amy Martinez,33.0,Spain,DF,PSG,Ligue 1,2021/2022,29.0,11.0,37.6,28.4,0.7,0.9,,2.7,4.4,4.3,77.0,0.2,8.2,7.0
Dorothy Carter,,England,GK,Bayern Munich,Ligue 1,2022/2023,42.0,5.0,75.5,79.5,0.2,,0.4,0.2,0.2,0.8,75.5,5.6,10.8,72.8
Joshua Evans DVM,35.0,Spain,GK,Bayern Munich,,2012/2013,37.0,24.0,,109.7,0.0,,0.5,0.3,0.1,1.2,69.6,4.6,18.6,70.6
Paul Brown,35.0,England,DF,Chelsea,Ligue 1,2010/2011,49.0,20.0,87.9,102.0,0.8,0.6,0.9,3.3,2.9,5.9,88.0,,13.4,8.5
Heather Cuevas,33.0,France,MF,Barcelona,Serie A,2023/2024,18.0,16.0,,126.9,1.3,2.4,3.2,3.4,1.2,1.1,84.3,0.2,,0.3
Matthew Gonzalez,36.0,Brazil,MF,,La Liga,2016/2017,37.0,11.0,6.8,,0.7,,1.8,2.8,1.5,2.7,80.4,,4.6,
